,0,1,2,0_syllables,1_syllables,2_syllables,label
648,moonless night,a cereus cactus opens,solstice blooms,3,8,3,night
652,pelting rain,on the car radio,nothing but blues,3,6,4,rain
656,snow and rain mixed,my angry words,and her tears,4,4,3,snow
656,snow and rain mixed,my angry words,and her tears,4,4,3,rain
658,winter night,finding my pajama bottoms,on my wife,3,8,3,winter
658,winter night,finding my pajama bottoms,on my wife,3,8,3,night
661,winter rain,the confusion in her voice,all over again,3,7,5,winter
661,winter rain,the confusion in her voice,all over again,3,7,5,rain
662,no island,in the bay today,morning fog,3,5,3,morning
662,no island,in the bay today,morning fog,3,5,3,fog
664,rainy morning,the haijin stirs,sugar in his coffee,4,4,6,morning
666,sunny day,a wasp tastes,everyone's beer,3,3,4,day
669,winter wonderland,even the burnt out car,looks beautiful,5,6,4,winter
670,afternoon tea --,the old climbing rose,somehow whiter,4,5,4,afternoon
670,afternoon tea --,the old climbing rose,somehow whiter,4,5,4,tea
672,almost home,the full moon between,two houses,3,5,3,home
672,almost home,the full moon between,two houses,3,5,3,moon
675,senior's home,we celebrate the new year,a 7:00 pm,3,7,7,home
675,senior's home,we celebrate the new year,a 7:00 pm,3,7,7,year
678,balmy evening,the stillness of sheets,on the line,4,5,3,evening
679,sultry afternoon,only the mailbox shadow,crosses the dirt road,5,7,5,afternoon
679,sultry afternoon,only the mailbox shadow,crosses the dirt road,5,7,5,shadow
680,long journey back home --,a forgotten bale of hay,slowly rots away,5,7,5,home
681,afternoon escape,within the prison walls,a library,5,6,4,afternoon
682,strong April wind,the smell of Iowa hogs,in Minnesota,4,7,5,wind
682,strong April wind,the smell of Iowa hogs,in Minnesota,4,7,5,smell
684,in the orchard,rotten apples now crunchy,winter solstice,4,7,4,winter
688,lavender blooms,next to the violets,in a blue pot,4,5,4,blue
688,lavender blooms,next to the violets,in a blue pot,4,6,4,blue
690,Xmas away from home -,B-52 pilot,dressed as Santa,5,5,4,home
691,hedgehog in the fog,looking for apples,under the wrong tree,5,5,5,fog
691,hedgehog in the fog,looking for apples,under the wrong tree,5,5,5,tree
693,restless night,the morning starts,without me,3,4,3,night
693,restless night,the morning starts,without me,3,4,3,morning
694,in the grasses,crickets calling,the full moon,4,4,3,moon
698,a dark horse,with a blue harness --.,winter solstice,3,5,4,winter
701,Nun and monk,watching the blue heron,fishing in the bay,3,6,5,blue
702,Autumn mist obscures,the island in the distance,she cleans her glasses,5,7,5,mist
703,winter night,hot buttered rum,fog on glasses,3,4,4,winter
703,winter night,hot buttered rum,fog on glasses,3,4,4,night
703,winter night,hot buttered rum,fog on glasses,3,4,4,fog
704,In the forest,patches of blue between,the tall pines,4,6,3,blue
705,The tall pines,etched against the sky,late September,3,5,4,sky
707,rainy day,in the rainforest,"drip, drip, drip",3,5,3,day
710,lost in her mind,fields of white daisies,and summer,4,5,3,summer
720,morning chill,a spider's web gleams,on the barbed wire,3,5,4,morning
720,morning chill,a spider's web gleams,on the barbed wire,3,5,5,morning
721,along the pavement,snatches of the same song,from different radios,5,6,6,song
721,along the pavement,snatches of the same song,from different radios,5,6,7,song
722,monotonous rain,frogs singing,in many voices,5,3,5,rain
726,sultry afternoon,iridiscent fly gleams green,or maybe blue,5,8,4,afternoon
734,sunny spring day,walking through a cloud,of perfume,4,5,3,spring
734,sunny spring day,walking through a cloud,of perfume,4,5,3,day
734,sunny spring day,walking through a cloud,of perfume,5,5,3,spring
734,sunny spring day,walking through a cloud,of perfume,5,5,3,day
736,the end of summer --,my light beer,suddenly darker,5,3,5,end
736,the end of summer --,my light beer,suddenly darker,5,3,5,summer
737,Autumn colors --,the receptionist's,bright red hair,4,5,3,autumn
743,first day of vacation --,shooting star,on a moonless night,6,3,5,day
743,first day of vacation --,shooting star,on a moonless night,6,3,5,night
745,where dirty snow,meets road salt,a dozen roses,4,3,5,snow
747,Spring snow --,an expecting mother rests,her hands on her belly,3,7,6,spring
747,Spring snow --,an expecting mother rests,her hands on her belly,3,7,6,snow
747,Spring snow --,an expecting mother rests,her hands on her belly,3,7,6,mother
751,snow mixes with rain --,my mother keeps calling me,by my brother's name,5,7,5,rain
751,snow mixes with rain --,my mother keeps calling me,by my brother's name,5,7,5,mother
754,away on business --,the restless cat,on your side of the bed,5,4,6,cat
759,wedding night,the parents of the bride,in separate beds,3,6,4,night
759,wedding night,the parents of the bride,in separate beds,3,6,5,night
760,unhooking her bra,the moon peeks,over the treetops,5,3,5,moon
763,a temple garden,snowy path to bronze bell,having deep footprints,5,6,5,garden
766,wiping the full moon,from a wet glossy table,with my bare hand,5,7,4,moon
767,her garden bench,she was always sitting----,butterfly on moss,4,6,5,garden
772,crisp morning air,a bird left his feather,at my window,4,6,4,morning
772,crisp morning air,a bird left his feather,at my window,4,6,4,window
773,muggy night,a lizard on the window screen,- motionless,3,8,3,night
773,muggy night,a lizard on the window screen,- motionless,3,8,3,window
774,scent of lilies,orange pollen,on my white sweater,4,4,5,scent
777,moonless night -,the bell buoy,talks to itself,3,4,4,night
778,never in darkness,ground zero lights the night,New Year's Eve,5,6,3,night
779,morning tea,he cups his hands,around the glass,3,4,4,morning
779,morning tea,he cups his hands,around the glass,3,4,4,tea
781,summer haze-,a lone grey wolf pads south,along the highway,3,6,5,summer
784,"Lighting the room,",candle by candle;,a winter evening.,4,5,5,winter
784,"Lighting the room,",candle by candle;,a winter evening.,4,5,5,evening
785,the mulberry--,one brief smell of cut wood,in two hours work,4,6,4,smell
785,the mulberry--,one brief smell of cut wood,in two hours work,4,6,5,smell
789,after the rain,I check the growth,of each tulip,4,4,4,rain
790,the night train passes,along the mountain trail,garlic snores,5,6,3,night
794,old cottonfields,a long time,between snows,4,3,3,time
797,early summer,the ice cream truck,makes another round,4,4,5,summer
798,ring around the moon,I remember parts,of a nursery rhyme,5,5,6,moon
800,empty bleachers,a late night fog,takes the field,4,4,3,night
800,empty bleachers,a late night fog,takes the field,4,4,3,fog
802,emergency broadcast,we head for the storm cellar,with a bottle of wine,6,7,6,storm
803,late spring,each clock in the house,shows a different time,3,5,5,spring
803,late spring,each clock in the house,shows a different time,3,5,5,house
803,late spring,each clock in the house,shows a different time,3,5,5,time
803,late spring,each clock in the house,shows a different time,3,5,6,spring
803,late spring,each clock in the house,shows a different time,3,5,6,house
803,late spring,each clock in the house,shows a different time,3,5,6,time
804,leaving home,the warmth still inside,my freshly ironed shirt,3,5,6,home
807,evening walk,same flickering glow,house to house,3,5,3,evening
807,evening walk,same flickering glow,house to house,3,5,3,house
807,evening walk,same flickering glow,house to house,3,5,3,house
808,Museum of Transport,"train, tracks and gravel",the morning sun warms up,6,5,6,morning
808,Museum of Transport,"train, tracks and gravel",the morning sun warms up,6,5,6,sun
810,the wind all night,rips limbs from the trees-,a long wait for dawn,4,5,5,wind
810,the wind all night,rips limbs from the trees-,a long wait for dawn,4,5,5,night
810,the wind all night,rips limbs from the trees-,a long wait for dawn,4,5,5,dawn
812,passing cars,replace sheep,this sleepless night,3,3,4,night
813,reoccurrence,of cancer ---,no spring this year,4,3,4,spring
813,reoccurrence,of cancer ---,no spring this year,4,3,4,year
813,reoccurrence,of cancer ---,no spring this year,4,3,5,spring
813,reoccurrence,of cancer ---,no spring this year,4,3,5,year
814,slender grasses,and warm summer rain,touching the buddha,4,5,5,summer
814,slender grasses,and warm summer rain,touching the buddha,4,5,5,rain
816,into dusk,the white rose,still whiter,3,3,3,dusk
818,almost dusk - ,the zigzag flight,of linked dragonflies,3,4,5,dusk
819,at the hotel,plugging in my laptop,for a touch of home,4,6,5,home
820,lifting fog --,a few white feathers,in the raven's breast,3,5,5,fog
822,lenghtening days --,a bird's shadow crosses,the yellow wall,4,6,4,shadow
823,week of rain --,the henna tatoo,fading fast,3,5,3,rain
825,bank thermometers --,the temperature changes,all the way home,5,6,4,way
825,bank thermometers --,the temperature changes,all the way home,5,6,4,home
825,bank thermometers --,the temperature changes,all the way home,5,7,4,way
825,bank thermometers --,the temperature changes,all the way home,5,7,4,home
826,wildfire haze,between the icebergs --,the blue wind,4,5,3,blue
826,wildfire haze,between the icebergs --,the blue wind,4,5,3,wind
829,Sunday drive --,all the rain clouds,toward home,3,4,3,rain
829,Sunday drive --,all the rain clouds,toward home,3,4,3,home
830,summer salad --,a nasturtium burns,the tip of my tongue,4,6,5,summer
831,season's end --,the scent of fish,drifts downstream,3,4,3,end
831,season's end --,the scent of fish,drifts downstream,3,4,3,scent
836,evening light,following the anchor line,into the sea,3,7,4,light
838,moss growing,on the manhole cover --,winter rain,3,6,3,winter
838,moss growing,on the manhole cover --,winter rain,3,6,3,rain
841,a spider web,caught in my hand;,scent of rain,4,4,3,scent
841,a spider web,caught in my hand;,scent of rain,4,4,3,rain
842,a damp evening --,each of us with,our own cloud of gnats,4,4,5,evening
842,a damp evening --,each of us with,our own cloud of gnats,4,4,6,evening
842,a damp evening --,each of us with,our own cloud of gnats,4,5,5,evening
842,a damp evening --,each of us with,our own cloud of gnats,4,5,6,evening
851,Deep autumn;,The apple colder,In the tree.,3,5,3,autumn
851,Deep autumn;,The apple colder,In the tree.,3,5,3,tree
852,temple courtyard,through the morning fog,peach blossoms,4,5,3,morning
852,temple courtyard,through the morning fog,peach blossoms,4,5,3,fog
855,winter beach -,three grey lines,"of sand, sea and sky",3,3,5,winter
855,winter beach -,three grey lines,"of sand, sea and sky",3,3,5,sky
857,wisteria -,blooming before,the end of rain,4,4,4,end
857,wisteria -,blooming before,the end of rain,4,4,4,rain
859,faintly purple,against the moon -,pines in the light,4,4,4,moon
859,faintly purple,against the moon -,pines in the light,4,4,4,light
860,the last light of day ~,purple rhododendrons,dissolve in the dark,5,6,5,light
860,the last light of day ~,purple rhododendrons,dissolve in the dark,5,6,5,day
863,brilliant Venus drips,from a gold crescent moon,this night as the first,5,6,5,moon
863,brilliant Venus drips,from a gold crescent moon,this night as the first,5,6,5,night
864,fogged window,a blend of green and gray -,hot tea with milk,3,6,4,window
864,fogged window,a blend of green and gray -,hot tea with milk,3,6,4,tea
865,morning fog,dissolving cypress -,sfumato,3,5,3,morning
865,morning fog,dissolving cypress -,sfumato,3,5,3,fog
867,sand through fingers,a tracery of palms,on midnight blue,4,6,4,blue
869,screen of pine,white silence glides,on egret wings,3,4,4,silence
870,after the fireworks,he marvels,at the moon,5,3,3,moon
873,spring breeze--,between pages of an old book,a crushed rose,3,8,3,spring
873,spring breeze--,between pages of an old book,a crushed rose,3,8,3,breeze
874,smell of rain -,soft ridges of mint leaves,oil my fingers,3,6,4,smell
874,smell of rain -,soft ridges of mint leaves,oil my fingers,3,6,4,rain
875,evening sky,counting some fireflies,more than once,3,6,3,sky
877,putting a cork,in last night's wine,late autumn,4,4,3,night
877,putting a cork,in last night's wine,late autumn,4,4,3,autumn
878,A cold morning;,the pink of tulips,through the mist.,4,5,3,morning
878,A cold morning;,the pink of tulips,through the mist.,4,5,3,mist
879,Purple loosestrife;,pale in the,lingering mist.,4,3,3,mist
879,Purple loosestrife;,pale in the,lingering mist.,4,3,4,mist
880,November fog;,not a tree,to be seen.,4,3,3,fog
880,November fog;,not a tree,to be seen.,4,3,3,tree
881,after the dream,the scent of approaching rain,in the dusty air,4,7,5,scent
881,after the dream,the scent of approaching rain,in the dusty air,4,7,5,rain
882,after loving-making,scent of wild clover,through the window,4,5,4,scent
882,after loving-making,scent of wild clover,through the window,4,5,4,window
883,my children and I,race to see the sunset,before it fades,5,6,4,sunset
885,autumn twilight,captures the mood of leaves,swirling everywhere,4,6,5,autumn
886,white cloud of a moon,drifting in the morning sky,these October days,5,7,5,moon
886,white cloud of a moon,drifting in the morning sky,these October days,5,7,5,morning
886,white cloud of a moon,drifting in the morning sky,these October days,5,7,5,sky
887,morning moon,filling up my window,autumn's end,3,6,3,morning
887,morning moon,filling up my window,autumn's end,3,6,3,moon
887,morning moon,filling up my window,autumn's end,3,6,3,window
887,morning moon,filling up my window,autumn's end,3,6,3,autumn
887,morning moon,filling up my window,autumn's end,3,6,3,end
888,This morning the geese,have taken over the skies,in wild abandon,5,7,5,morning
889,alabaster moon ~,glowing among bare pine tops,in cool mountain mist,5,7,5,moon
889,alabaster moon ~,glowing among bare pine tops,in cool mountain mist,5,7,5,mist
890,kissing her slowly,where the rain,never falls,5,3,3,rain
891,smell of rain,young deer run,across the field,3,3,4,smell
891,smell of rain,young deer run,across the field,3,3,4,rain
893,Herding sheep;,the prickly smell,of wet wool.,3,4,3,smell
894,Late summer;,the greyness of dusk,without fireflies.,3,5,5,summer
894,Late summer;,the greyness of dusk,without fireflies.,3,5,5,dusk
897,circle time,she describes her mother,finding a vein,3,6,4,time
897,circle time,she describes her mother,finding a vein,3,6,4,mother
899,behind net curtains,her face glides from window,to window,5,6,3,window
905,in the attic,the sound of march rain,so much louder,4,5,4,sound
905,in the attic,the sound of march rain,so much louder,4,5,4,rain
906,A snowy footbridge,the sound of water,under the ice.,5,5,4,sound
906,A snowy footbridge,the sound of water,under the ice.,5,5,4,water
